CountryName,CategoryName,CategoryTotal
Turke,Child marriage (%) 2005–2012* married by 18,14
Turke,Birth registration (%)+ 2005–2012* total,94
Turke,Justification of wife beating (%)  2005–2012* female,25
Turkmenistan,Child marriage (%) 2005–2012* married by 15,1
Turkmenistan,Child marriage (%) 2005–2012* married by 18,7
Turkmenistan,Birth registration (%)+ 2005–2012* total,96
Turkmenistan,Justification of wife beating (%)  2005–2012* female,38
Tualu,Child marriage (%) 2005–2012* married by 18,10
Tualu,Birth registration (%)+ 2005–2012* total,50
Tualu,Justification of wife beating (%)  2005–2012* male,73
Tualu,Justification of wife beating (%)  2005–2012* female,70
Uganda,Child labour (%)+ 2005–2012* total,25
Uganda,Child labour (%)+ 2005–2012* male,27
Uganda,Child labour (%)+ 2005–2012* female,24
Uganda,Child marriage (%) 2005–2012* married by 15,10
Uganda,Child marriage (%) 2005–2012* married by 18,40
Uganda,Birth registration (%)+ 2005–2012* total,30
Uganda,Female genital mutilation/cutting (%)+ 2002–2012* prevalence womena  ,1
Uganda,Female genital mutilation/cutting (%)+ 2002–2012* prevalence girlsb ,1
Uganda,Female genital mutilation/cutting (%)+ 2002–2012* attitudes support for the practicec,9
Uganda,Justification of wife beating (%)  2005–2012* male,44
Uganda,Justification of wife beating (%)  2005–2012* female,58
Ukraine,Child labour (%)+ 2005–2012* total,7
Ukraine,Child labour (%)+ 2005–2012* male,8
Ukraine,Child labour (%)+ 2005–2012* female,7
Ukraine,Child marriage (%) 2005–2012* married by 18,10
Ukraine,Birth registration (%)+ 2005–2012* total,100
Ukraine,Justification of wife beating (%)  2005–2012* male,11
Ukraine,Justification of wife beating (%)  2005–2012* female,4
Ukraine,Violent discipline (%)+ 2005–2012* total,70
Ukraine,Violent discipline (%)+ 2005–2012* male,76
Ukraine,Violent discipline (%)+ 2005–2012* female,65
United Arab Emirates,Birth registration (%)+ 2005–2012* total,100
United Kingdom,Birth registration (%)+ 2005–2012* total,100
United Republic    of Tanzania,Child labour (%)+ 2005–2012* total,21
United Republic    of Tanzania,Child labour (%)+ 2005–2012* male,23
United Republic    of Tanzania,Child labour (%)+ 2005–2012* female,19
United Republic    of Tanzania,Child marriage (%) 2005–2012* married by 15,7
United Republic    of Tanzania,Child marriage (%) 2005–2012* married by 18,37
United Republic    of Tanzania,Birth registration (%)+ 2005–2012* total,16
United Republic    of Tanzania,Female genital mutilation/cutting (%)+ 2002–2012* prevalence womena  ,15
United Republic    of Tanzania,Female genital mutilation/cutting (%)+ 2002–2012* prevalence girlsb ,3
United Republic    of Tanzania,Female genital mutilation/cutting (%)+ 2002–2012* attitudes support for the practicec,6
United Republic    of Tanzania,Justification of wife beating (%)  2005–2012* male,38
United Republic    of Tanzania,Justification of wife beating (%)  2005–2012* female,54
United States,Birth registration (%)+ 2005–2012* total,100
Urugua,Child labour (%)+ 2005–2012* total,8
Urugua,Child labour (%)+ 2005–2012* male,8
Urugua,Child labour (%)+ 2005–2012* female,8
Urugua,Birth registration (%)+ 2005–2012* total,100
Uzbekistan,Child marriage (%) 2005–2012* married by 18,7
Uzbekistan,Birth registration (%)+ 2005–2012* total,100
Uzbekistan,Justification of wife beating (%)  2005–2012* male,59
Uzbekistan,Justification of wife beating (%)  2005–2012* female,70
Vanuatu,Child marriage (%) 2005–2012* married by 15,9
Vanuatu,Child marriage (%) 2005–2012* married by 18,27
Vanuatu,Birth registration (%)+ 2005–2012* total,43
Vanuatu,Justification of wife beating (%)  2005–2012* female,60
Vanuatu,Violent discipline (%)+ 2005–2012* total,78
Venezuela (Boliarian    Republic of),Child labour (%)+ 2005–2012* total,8
Venezuela (Boliarian    Republic of),Child labour (%)+ 2005–2012* male,9
Venezuela (Boliarian    Republic of),Child labour (%)+ 2005–2012* female,6
Venezuela (Boliarian    Republic of),Birth registration (%)+ 2005–2012* total,81
Viet Nam,Child labour (%)+ 2005–2012* total,7
Viet Nam,Child labour (%)+ 2005–2012* male,7
Viet Nam,Child labour (%)+ 2005–2012* female,7
Viet Nam,Child marriage (%) 2005–2012* married by 15,1
Viet Nam,Child marriage (%) 2005–2012* married by 18,9
Viet Nam,Birth registration (%)+ 2005–2012* total,95
Viet Nam,Justification of wife beating (%)  2005–2012* female,36
Viet Nam,Violent discipline (%)+ 2005–2012* total,74
Viet Nam,Violent discipline (%)+ 2005–2012* male,76
Viet Nam,Violent discipline (%)+ 2005–2012* female,71
Yemen,Child labour (%)+ 2005–2012* total,23
Yemen,Child labour (%)+ 2005–2012* male,21
Yemen,Child labour (%)+ 2005–2012* female,24
Yemen,Child marriage (%) 2005–2012* married by 15,12
Yemen,Child marriage (%) 2005–2012* married by 18,32
Yemen,Birth registration (%)+ 2005–2012* total,17
Yemen,Female genital mutilation/cutting (%)+ 2002–2012* prevalence womena  ,17
Yemen,Female genital mutilation/cutting (%)+ 2002–2012* prevalence girlsb ,15
Yemen,Female genital mutilation/cutting (%)+ 2002–2012* attitudes support for the practicec,41
Yemen,Violent discipline (%)+ 2005–2012* total,95
Yemen,Violent discipline (%)+ 2005–2012* male,95
Yemen,Violent discipline (%)+ 2005–2012* female,95
Zambia,Child labour (%)+ 2005–2012* total,41
Zambia,Child labour (%)+ 2005–2012* male,42
Zambia,Child labour (%)+ 2005–2012* female,40
Zambia,Child marriage (%) 2005–2012* married by 15,9
Zambia,Child marriage (%) 2005–2012* married by 18,42
Zambia,Birth registration (%)+ 2005–2012* total,14
Zambia,Justification of wife beating (%)  2005–2012* male,49
Zambia,Justification of wife beating (%)  2005–2012* female,62
Zimbabwe,Child marriage (%) 2005–2012* married by 15,4
Zimbabwe,Child marriage (%) 2005–2012* married by 18,31
Zimbabwe,Birth registration (%)+ 2005–2012* total,49
Zimbabwe,Justification of wife beating (%)  2005–2012* male,34
Zimbabwe,Justification of wife beating (%)  2005–2012* female,40
